"","country","year","ISO2","ISO3","region","subregionid","cap.lat","cap.long","Reg.Market","Unreg.Market","Reg.Market.Bordering","Unreg.Market.Bordering","Armed.Conflict","Non.State.Conflict","High.Illegal","NGDP_RPCH","NGDPD","PCPI","PCPIPCH","GGX_NGDP","GGXWDG_NGDP","BCA","GNI","Resource.Depletion","Adult.literacy","Primary.ed.enrollment","Mean.Schooling","Pop.MultiDim.Povert","Deprivation.Intensity","Pop.Below.National.Poverty","PPP.125.day","International.Dev.Aid","Voice.Accountability","Political.Stability","Government.Effectiveness","Rule.Law","Corruption.Control","Reg.Quality","Non.State.Conflict.Deaths","PIKE.regional","Definite.Possible","Elephant.range","Tot.Carcasses","Illegal.Carcasses","Percent.Illegal"
"45","Congo Republic",2011,"CG","COG","Central Africa","FC",-4.09,15.12,0,1,0,3,0,0,2,-0.279587109633157,-0.241242066628666,-0.285660541277333,-0.409675233125756,0.272229513853179,-0.321370164789089,0.324330802734015,0.157359579569617,3.24077004536199,0.517766921999821,0.0943182815742836,0.417042583483107,-0.694859290956864,-1.08118483978326,0.0571466860297767,-0.575624147651346,-0.439648739876418,-0.742590041773913,0.24729403365087,-0.85572734389926,-0.710487983038543,-0.752860731983347,-0.945527536070806,-0.234032680090493,1.77446918937567,-0.0255540760262461,1.16349352944861,0.900806279021044,1.92496127275175,1.23366166252442
"46","Congo Republic",2012,"CG","COG","Central Africa","FC",-4.09,15.12,0,1,0,3,0,0,2,-0.195327895064814,-0.247885830102334,-0.270721338807131,-0.174336156651295,1.47010681064673,-0.298150563204555,0.100864382441716,0.357514498277322,2.81573768762504,0.226531366382453,0.118073325972283,0.417042583483107,-0.694859290956864,-1.08118483978326,0.0571466860297767,-0.575624147651346,-0.660096762199761,-0.811916932843764,0.103385115587054,-0.85572734389926,-0.646268263806587,-0.937494146626926,-1.1146503745695,-0.234032680090493,1.33237841481415,0.526657537925419,0.663539117041806,-0.380199759896487,-0.20915785468205,1.46555919341513
"50","Dem. Republic of Congo",2003,"CD","COD","Central Africa","FC",-4.2,15.15,0,1,0,3,0,1,2,0.173698193553362,-0.289455550168043,0.990429818705861,0.390984511052124,-1.6335974102495,1.47134169341109,0.214048673239114,-0.752325795217745,1.03902189776757,0.0928568547318905,-2.29445984894717,-0.181804972819221,1.70776322522681,-0.15163240759447,1.28742811772779,2.14420842669694,5.96407822396274,-1.44972433068639,-1.65673165150115,-1.5528921943686,-1.62561898209392,-1.30676097591408,-1.28377321306819,4.60373973663428,0.42040745746052,0.21249872091933,0.724311501135826,0.933100548909722,2.08304417108018,1.34189920414935
"55","Dem. Republic of Congo",2008,"CD","COD","Central Africa","FC",-4.2,15.15,0,1,0,3,1,1,2,0.309181992660772,-0.19991873779112,2.51410915185291,0.7638340202112,-1.31787414052616,0.865296874065254,0.139931938436873,-0.749359047270564,1.66075909381418,0.0928568547318905,-2.29445984894717,-0.478868437585027,1.70776322522681,-0.15163240759447,1.28742811772779,2.14420842669694,0.526303231508972,-1.22787827926287,-1.60138206763045,-1.65491631882753,-1.3526851753581,-0.903924434873548,-1.00190181557037,0.221965370023327,1.03436987284179,0.502088698428518,1.84087985671086,0.222626611358822,0.877662071325904,1.4254608295489
"60","Dem. Republic of Congo",2013,"CD","COD","Central Africa","FC",-4.2,15.15,0,1,0,3,1,1,2,0.777311971366776,-0.0900194503439066,6.06907683678283,-0.47868389155042,-1.31668988220011,-0.634328096582145,-0.610611623024375,-0.715945419967142,2.25648458533958,0.0928568547318905,-2.29445984894717,0.37259037012735,1.70776322522681,-0.15163240759447,1.28742811772779,2.14420842669694,0.828440092434428,-1.25560903569081,-1.82278040311325,-1.26382384173497,-1.14397108785425,-1.12212756127051,-0.931433966195915,0.326792507980526,0.934894217556811,-0.400694565392388,1.71236985261091,-0.143375114046187,0.205809753430078,1.38760573079407
"63","Gabon",2003,"GA","GAB","Central Africa","FC",0.25,9.26,0,0,0,2,0,0,2,-0.636904721785261,-0.308278080062317,-0.329470026467455,-0.384693085007698,-0.416653554406641,0.425071733207824,0.344645931851497,2.98479608289204,-0.371626005445904,1.17216164157072,1.05158444765312,0.392304512838999,-0.773862256491285,-1.27928617779071,-0.935712013235285,-1.89838425211581,-0.631609513721287,-0.160244156787169,0.92255895687339,0.368562149607878,0.525741612176612,0.271015476494682,0.604765150167194,-0.234032680090493,0.42040745746052,0.349086803753737,0.513264114320559,-0.337140733378251,-0.248678579264158,0.530958866379153
"65","Gabon",2005,"GA","GAB","Central Africa","FC",0.25,9.26,0,0,0,2,0,0,1,-1.15688652484101,-0.284615722471993,-0.32543997266335,-0.452325914985281,-0.36821738887144,0.0312417355544047,0.616332878400675,3.05740598180271,1.56860326952847,1.17216164157072,-0.0530700388307219,0.772660290329168,-0.773862256491285,-1.27928617779071,-0.935712013235285,-1.89838425211581,-0.692745784920079,-0.437551721066571,0.988978457518228,-0.243582597145691,0.413357103520689,0.13673662948117,0.506110161042957,-0.234032680090493,-0.278812211212862,0.584859542223259,-0.285684334124596,-0.46631781293296,-0.426521839883641,0.0635184987917006
"66","Gabon",2006,"GA","GAB","Central Africa","FC",0.25,9.26,0,0,0,2,0,0,1,-1.39147421403625,-0.276792800977833,-0.329073108781613,-0.638931699623645,-0.370467479690924,-0.197958202667119,0.574586404280136,3.05740598180271,1.67200444303071,1.17216164157072,0.80510075148076,1.415144801694,-0.773862256491285,-1.27928617779071,-0.935712013235285,-1.89838425211581,-0.70543706226442,-0.590070881420242,0.845069539454413,-0.260586617888846,-0.0201260012950149,-0.551442461463079,0.153770914170685,-0.234032680090493,-0.0759995714749679,0.188794479233013,0.758397168195218,-0.520141596080755,-0.485802926756802,-1.33852219583173
"67","Gabon",2008,"GA","GAB","Central Africa","FC",0.25,9.26,0,0,0,2,0,0,2,-0.630214163804648,-0.224857049955857,-0.318402597742587,-0.156015914698053,-0.682401122770925,-0.695285058237177,0.969950070951126,3.05740598180271,0.306591036355864,1.17216164157072,0.819172963547955,0.780199694543519,-0.773862256491285,-1.27928617779071,-0.935712013235285,-1.89838425211581,-0.694901577917911,-0.395955586424661,0.91148904009925,-0.226578576402536,0.140423296784875,-0.652151596723213,-0.0858197737024608,-0.234032680090493,1.03436987284179,1.07501868908525,-0.0776369882243175,-0.477082569562519,-0.406761477592587,0.90474291556576
"68","Gabon",2009,"GA","GAB","Central Africa","FC",0.25,9.26,0,0,0,2,0,0,2,-1.46904287062398,-0.263443676223455,-0.31339851280758,-0.40062373018443,-0.0854165006121225,-0.531271838316066,0.347101606799764,3.05740598180271,1.63263790814514,1.17216164157072,0.930921550496197,0.713852557799092,-0.773862256491285,-1.27928617779071,-0.935712013235285,-1.89838425211581,-0.671537654889211,-0.603936259634212,0.778650038809574,-0.0905464104572988,0.268862735248787,-0.517872749709701,-0.00125835445311526,-0.234032680090493,0.471530499365471,-1.10409059200992,0.441664272192807,-0.455553056303401,-0.387001115301534,0.664433140507304
"70","Gabon",2011,"GA","GAB","Central Africa","FC",0.25,9.26,0,0,0,2,0,0,2,0.458046907729407,-0.192333407838402,-0.306022662068829,-0.445736420843996,0.0430755277636563,-0.692134770735671,0.756976079983241,2.76704181195529,1.16594103588294,1.17216164157072,1.74617271315445,1.12827799717523,-0.773862256491285,-1.27928617779071,-0.935712013235285,-1.89838425211581,-0.668067055790459,-0.506878612136422,1.07753779171135,-0.175566514173072,0.429412033328678,-0.266099911559366,0.0410223551715573,-0.234032680090493,1.77446918937567,0.989623976120407,-0.038765728683477,-0.11108084415751,0.0872475796837555,0.746592725212237
"73","Gabon",2014,"GA","GAB","Central Africa","FC",0.25,9.26,0,0,0,2,0,0,2,0.0706217846645459,-0.217051727835137,-0.284265241682316,-0.210397344369536,0.14267165298396,-0.438173132152652,0.605170719544916,3.23254467841342,1.63617880889928,1.17216164157072,1.16474402373879,0.929117093332489,-0.773862256491285,-1.27928617779071,-0.935712013235285,-1.89838425211581,-0.633123457567705,-0.479147855708481,0.867209373002692,0.0624897762310934,0.349137384288733,-0.014327073409031,-0.198568332701588,-0.234032680090493,1.15042466435309,0.0898122040788718,-0.305875473469241,-0.164904627305306,-0.090595680935728,0.310838477323274
"75","Eritrea",2003,"ER","ERI","Eastern Africa","FE",15.19,38.55,0,0,0,2,1,0,1,-1.54786600683308,-0.360592217613257,-0.183650260938018,1.10438776687563,5.11963569401666,3.18014134816205,0.192394085058941,-0.519008668524176,0.541564322640063,0.142824668937392,-2.2781766801451,-1.02903234991966,-0.417704717911185,-0.773641096489191,0.00760659510572157,0.498455106102105,-0.556269084391901,-1.85182029889152,-0.195502637314717,-0.481638887549857,0.333082454480743,0.942409711562242,-1.45289605156688,-0.234032680090493,-1.49080171782722,-0.907648374435658,0.42264336034426,-0.498612082821637,-0.466042564465749,-0.403921868795752
"78","Eritrea",2007,"ER","ERI","Eastern Africa","FE",15.19,38.55,0,0,0,2,0,0,1,-0.694192624494258,-0.356649957962656,0.124606241214034,0.136601072389115,1.91396683124804,2.40085274621585,0.155558960834936,-0.550762928331717,2.16526151814888,0.142824668937392,-2.2781766801451,0.728734550649123,0.333583764162731,0.227272400482588,-0.359863280313959,1.15088111954956,-0.728352334038531,-2.10139710674298,-0.483320473442348,-1.02576755133081,-0.790762632078488,0.237445764741304,-2.15757454531142,-0.234032680090493,-1.37227907943154,-0.528087984588609,-0.844426146352797,-0.487847326192078,-0.446282202174695,0.0635184987917006
"79","Eritrea",2008,"ER","ERI","Eastern Africa","FE",15.19,38.55,0,0,0,2,1,0,1,-3.03797871707769,-0.35610437738601,0.265889456751297,0.906992590731203,2.17355625631689,2.80309819719498,0.156898419897627,-0.550762928331717,-0.503349449812046,0.142824668937392,-2.2781766801451,-0.287469021489594,-0.30325753823621,0.925128942202665,0.38524574230956,0.322128007581123,-0.719378471786863,-2.15685861959886,-0.140153053444018,-0.991759509844498,-0.806817561886477,0.522788314645017,-2.22804239468588,-0.234032680090493,-0.400573617855873,-0.295204959084851,0.22814582946629,-0.477082569562519,-0.446282202174695,-0.216889640132986
"80","Eritrea",2009,"ER","ERI","Eastern Africa","FE",15.19,38.55,0,0,0,2,0,0,1,-0.181946779103588,-0.351906926820527,0.546298408870876,1.85247638197029,0.812014458864054,2.1353033368231,0.142164370208025,-0.550762928331717,1.2478023836162,0.142824668937392,-2.2781766801451,0.016832953291304,-0.795895720843047,-0.452010631910529,0.233801005283052,-0.114506692391942,-0.734985390958817,-2.21232013245474,-0.0958733863474597,-1.16179971727604,-0.838927421502455,0.338154900001438,-2.3548845235599,-0.234032680090493,-1.44165437553888,-0.667478133236729,-1.85478220217837,-0.46631781293296,-0.466042564465749,-0.871081828244279
"84","Eritrea",2014,"ER","ERI","Eastern Africa","FE",15.19,38.55,0,0,0,2,0,0,1,-0.636904721785261,-0.334298753693626,1.45842742632576,0.350361365851456,0.618269796723248,1.71069745357803,0.171855712764344,-0.598256037418371,1.08538361877651,0.142824668937392,-2.2781766801451,-0.407555051725125,-0.0243685973980132,0.256860529417185,1.38348775331345,0.524755197280806,-0.767870625647905,-2.0459355938871,-0.195502637314717,-1.56989621511176,-1.19213587727821,-0.383593902696189,-2.15757454531142,-0.234032680090493,-0.327574282181801,-0.898431226633524,-0.493657178819585,-0.520141596080755,-0.485802926756802,-1.33852219583173
"88","Ethiopia",2015,"ET","ETH","Eastern Africa","FE",9.02,38.42,0,1,0,1,1,0,2,0.797801805182403,10.4777531236678,0.841252080852641,-0.0430531579903116,-0.54917206109097,-0.572093395940488,-0.670440794491244,-0.0215383700511899,-0.234883120169826,-1.29624838018105,0.798338986881734,0.228962401734766,3.12490681602787,1.38746260307878,-1.15874548915715,-0.377457839866407,0.470588019218858,-0.407566630676251,0.0378703638885941,0.553388686822761,0.270530197784056,0.289614132853335,0.650262120716794,-0.234032680090493,-0.515261054314276,-0.260343783132938,0.61518162012385,-0.487847326192078,-0.426521839883641,0.764538846103417
"89","Kenya",2002,"KE","KEN","Eastern Africa","FE",-1.17,36.48,0,0,0,2,0,0,1,-0.891982244796125,-0.238329370324316,-0.320584427475806,-0.381000071807637,-0.313267802542996,0.312146042769192,0.147298963281674,-0.348621797015305,1.42563730434023,1.12219382736522,0.403118449261992,0.530052198313009,0.362716315495224,-1.12162875643773,0.139485883311006,-0.353963634590206,-0.39808012412588,-0.25730180428496,-0.737928559247561,0.0454857554879387,-0.309114737838817,-0.601797029093146,0.590671580292303,-0.234032680090493,0.281713264504329,0.0550013621932989,0.133557981484001,1.18068995138958,0.699818810706421,-0.280261879529965
"90","Kenya",2003,"KE","KEN","Eastern Africa","FE",-1.17,36.48,0,0,0,2,0,0,1,-0.37597296054136,-0.220448406909092,-0.304834344089129,-0.103879257756018,-0.316583725855919,0.274452742663749,0.20310975756047,-0.348621797015305,-0.369661388698321,1.12219382736522,0.403118449261992,0.799365690394058,-0.182571670235354,0.562484492449896,-0.939348221262163,-0.526332942443298,-0.275351940853118,0.435967106413546,-0.77113830956998,0.147509879946867,-0.277004878222839,-0.333239335066122,0.463829451418285,-0.234032680090493,-1.49080171782722,0.63207745667479,1.10509147717747,2.52628453008447,0.699818810706421,-0.746019798283869
"91","Kenya",2004,"KE","KEN","Eastern Africa","FE",-1.17,36.48,0,0,0,2,0,0,1,-0.023464186937822,-0.209290404148017,-0.281452726791838,0.0697647746703681,-0.427430305173642,0.134826713401156,0.144173558802062,-0.348621797015305,-1.80664390679886,1.12219382736522,0.403118449261992,0.320063942466515,0.386489033655754,-0.31470977272206,0.205713492125413,0.421662829028387,-0.129050398410804,0.546890132125306,-0.538670057313047,0.198521942176331,-0.228840088798872,-0.282884767436055,0.463829451418285,-0.234032680090493,-1.17255724515897,0.274529863060097,0.120508150371513,1.6220449732015,0.778860259870636,-0.441216151272735
"92","Kenya",2005,"KE","KEN","Eastern Africa","FE",-1.17,36.48,0,0,0,2,0,1,1,0.191888148063153,-0.18344572425111,-0.257798380777895,0.0293588655402916,-0.261160436197058,0.0147192486583895,0.11738437754824,-0.31933144651983,-0.562151050179118,1.12219382736522,0.403118449261992,0.283685943415834,-0.468826109239312,-1.40309185868997,-0.419189594286965,-0.787648377050978,-0.0864931101298641,0.505293997483396,-0.76006839279584,0.0454857554879387,-0.293059808030828,-0.568227317339768,0.506110161042957,0.599343066669246,-1.55311498776208,-0.936736951837909,0.490895655899457,1.84810486242224,0.383653014049561,-0.780229591232681
"93","Kenya",2006,"KE","KEN","Eastern Africa","FE",-1.17,36.48,0,0,0,2,0,1,1,0.231404256136148,-0.140987235826672,-0.238103471311067,-0.0996793603912433,-0.272410890294477,-0.0815077150240033,0.0597876378525222,-0.31933144651983,0.123871343221167,1.12219382736522,0.403118449261992,0.188014581898377,-0.751555189181912,-0.0294481564293283,0.312242390859386,-0.607042675366601,0.281009061368198,0.588486266767217,-0.594019641183745,0.198521942176331,-0.277004878222839,-0.400378758572878,0.590671580292303,0.588860352873526,-1.58997281737217,0.519506240762803,0.837166434441361,1.65433924309018,0.245330478012185,-0.827338158572028
"95","Kenya",2008,"KE","KEN","Eastern Africa","FE",-1.17,36.48,0,0,0,2,0,1,1,-0.944043149082768,-0.0523831902420785,-0.168922910238788,0.556373572796022,-0.11277286794374,-0.136714851239222,-0.269049562038143,-0.31933144651983,1.31210815614588,1.12219382736522,0.403118449261992,0.833633843870038,-0.38262055335603,-0.397856682098935,-0.34301163588214,-0.25973464372138,0.656244118545501,0.380505593557665,-0.881837477311376,0.181517921433176,-0.485718965726696,-0.668936452599902,0.54839087066763,1.57947680656906,-0.400573617855873,0.64245906588786,0.596626421032911,3.47358311348567,2.93273974959549,-0.0343439416930149
"97","Kenya",2010,"KE","KEN","Eastern Africa","FE",-1.17,36.48,0,0,0,2,0,1,2,0.764976255090021,-0.016260476256106,-0.105377119258774,-0.225096985146248,0.0513653360459646,-0.0720788825020107,-0.355221428404604,-0.255496081791924,-0.612483829384809,1.12219382736522,0.403118449261992,0.417042583483107,-0.549817585788514,0.588840968355995,-0.535106961007957,-0.326794675778267,0.927605387680267,0.463697862841486,-0.649369225054443,0.26653802514895,-0.437554176302729,-0.517872749709701,0.731607279041212,0.0542419492918069,-0.31850104627184,0.0940589044569096,-0.0695611584409868,2.53704928671403,2.67585503981179,0.235689096091458
"100","Kenya",2013,"KE","KEN","Eastern Africa","FE",-1.17,36.48,0,0,0,2,0,1,2,0.208196383140897,0.117855549044797,0.046990570548148,-0.123140856015159,0.183765416897688,-0.119641614780007,-0.895246673846234,-0.205689914983739,-0.6012987673391,1.12219382736522,0.403118449261992,0.505947010194622,0.421597987942087,0.181626244547464,0.356245853056172,0.990279307791613,2.09414494588292,0.435967106413546,-0.627229391506164,0.385566170351033,-0.0522358609109929,-0.719291020229969,0.39336160204383,0.415895575244146,-0.0494978915497652,0.122519368235317,0.151218750727079,4.98064904162394,4.88901561640981,0.151286246275127
"101","Kenya",2014,"KE","KEN","Eastern Africa","FE",-1.17,36.48,0,0,0,2,0,1,1,0.110346972674435,0.166509016920179,0.0903787872741555,-0.0390704966961285,0.413511532150233,0.0204690740982027,-1.07741310637222,-0.188090562754698,0.929458404560323,1.12219382736522,0.403118449261992,0.0207612397499159,-0.016237826841769,-0.208992206230861,0.126900372857996,0.36005342359297,1.52470658944167,0.560755510339277,-0.76006839279584,0.674634522984663,0.429412033328678,-0.517872749709701,0.351080892419157,0.405412861448426,-0.327574282181801,0.721518442553519,1.57942341496068,2.67699112289829,2.2016063448265,-0.0587394497794628
"102","Kenya",2015,"KE","KEN","Eastern Africa","FE",-1.17,36.48,0,0,0,2,0,1,1,0.440902352904087,0.211642610107524,0.12489358039765,-0.16644324608646,0.603821845145511,0.0529853283095606,-0.953066656719066,0.202427683592152,-0.223647618299003,1.12219382736522,0.403118449261992,1.18509047868215,-0.540205455271043,-0.231719879601042,0.647744098817258,-1.17067791520166,-0.507272566606599,1.11885220847001,-0.38921453182246,0.255736248849396,0.674372350675623,-0.903790297683154,0.0162129684325371,-0.234032680090493,-0.515261054314276,-0.019772369554491,0.684621464230537,2.66622636626874,1.49023330234857,-0.394387992072312
"103","Rwanda",2006,"RW","RWA","Eastern Africa","FE",-1.59,30.04,0,0,0,1,0,0,1,0.936630883280119,-0.340889719046974,-0.259999691133733,0.10235018525914,-0.243396561306398,-0.464939560924197,0.142610856562255,-0.640217921518755,0.536185932077762,0.307718455815546,0.826480838115744,-1.61829970168594,-0.407066316069075,-0.319256616677696,-0.0579673660589262,0.920531476124942,-0.243916228564421,-0.839647689271704,-0.106943303121599,0.691638543727817,0.252807805440798,0.774561152795352,-0.043539064077788,-0.234032680090493,-1.58997281737217,-0.779482093443393,0.368213995893995,-0.520141596080755,-0.485802926756802,-1.33852219583173
"104","Rwanda",2010,"RW","RWA","Eastern Africa","FE",-1.59,30.04,0,0,0,1,1,0,1,0.317336110199644,-0.318107330128659,-0.124706767051514,-0.389689514631309,0.247596940671463,-0.548741614460786,0.0812189828555799,-0.567557738744573,-0.450300429722026,0.307718455815546,0.826480838115744,-0.738714963766589,-0.407066316069075,-0.319256616677696,-0.0579673660589262,0.920531476124942,-0.0566690103402886,-1.03376298426729,0.424412702037105,1.09973504156353,0.670235980448513,1.83200707302676,0.576578010417412,-0.234032680090493,-0.31850104627184,1.46156004489737,0.768219447709389,-0.520141596080755,-0.485802926756802,-1.33852219583173
"109","Tanzinia",2003,"TZ","TZA","Eastern Africa","FE",-2.2,32.9,0,0,0,2,0,0,1,0.3367805443308,-0.243485986742289,-0.304269406033206,-0.216407542322576,-0.999071799155101,-0.0740175209644765,0.137922749842837,-0.510611263317748,0.156702226449259,0.4126508656471,1.22270461229938,-0.539332703815327,0.692577597800811,-0.212586665442916,-1.25947028473476,-0.0455292743266346,0.261410683481162,0.269582567845904,-0.328341638604393,0.55560637778258,0.686290910256502,-0.249315055682677,0.125583774420903,-0.234032680090493,-1.49080171782722,0.3304478724651,-0.339394965047568,-0.121845600787069,-0.228918216973104,-0.379245952570379
"110","Tanzinia",2004,"TZ","TZA","Eastern Africa","FE",-2.2,32.9,0,0,0,2,0,0,1,0.515125730501511,-0.231439215622485,-0.292697916198096,-0.237479441169981,-0.796326773736362,-0.0676728859964066,0.0620200696236741,-0.510611263317748,-1.06322016970318,0.4126508656471,1.22270461229938,-0.482221715349155,0.692577597800811,-0.212586665442916,-1.25947028473476,-0.0455292743266346,0.562824942547383,0.130928785706203,-0.0737335527991803,0.470586274066806,0.573906401600579,-0.282884767436055,0.210145193670248,-0.234032680090493,-1.17255724515897,0.809949705183007,-0.674682690944765,-0.0141980344914783,-0.130116405517835,-0.286991674864157
"111","Tanzinia",2005,"TZ","TZA","Eastern Africa","FE",-2.2,32.9,0,0,0,2,0,0,2,0.209032702888474,-0.21933084669564,-0.280008725640277,-0.221476383969718,-0.614898398186414,-0.0198017339630184,-0.0357604419527764,-0.425983521027818,-0.735519511887609,0.4126508656471,1.22270461229938,-0.160836190141741,0.692577597800811,-0.212586665442916,-1.25947028473476,-0.0455292743266346,0.287843475172078,0.380505593557665,0.0148257813939371,0.52159833629627,0.734455699680469,-0.03111192928572,0.196051623795357,-0.234032680090493,-1.55311498776208,-0.135420719300987,0.395793900932895,-0.304846463489574,-0.228918216973104,0.397204184112077
"112","Tanzinia",2006,"TZ","TZA","Eastern Africa","FE",-2.2,32.9,0,0,0,2,0,0,2,0.0662311059897688,-0.204380178958206,-0.257978576537112,-0.0120608119192135,-0.700638700992003,-0.327230140141542,-0.133094467174997,-0.425983521027818,-1.78499972403987,0.4126508656471,1.22270461229938,-0.139381339746845,0.692577597800811,-0.212586665442916,-1.25947028473476,-0.0455292743266346,0.496312231273416,0.505293997483396,0.280503783973289,0.606618440012044,0.445466963136667,0.690636873411907,0.308800182794485,-0.234032680090493,-1.58997281737217,-0.583996962734663,0.56523473578857,-0.369435003266928,-0.268438941555211,0.717710686902994
"113","Tanzinia",2007,"TZ","TZA","Eastern Africa","FE",-2.2,32.9,0,0,0,2,0,0,1,0.841290432056386,-0.179037081204345,-0.235079104649618,-0.028208693166538,-0.672098075334341,-0.574472634053514,-0.237795517242018,-0.425983521027818,-0.272735192182186,0.4126508656471,1.22270461229938,-0.0232110411904076,0.692577597800811,-0.212586665442916,-1.25947028473476,-0.0455292743266346,1.62567490116942,0.588486266767217,0.25836395042501,0.538602357039425,0.573906401600579,0.489218602891639,0.266519473169812,-0.234032680090493,-1.37227907943154,2.93023591034543,2.8102207423847,0.674746389800304,0.423173738631669,-0.186885969268044
"120","Tanzinia",2014,"TZ","TZA","Eastern Africa","FE",-2.2,32.9,0,0,0,2,0,0,2,0.52014364898697,0.0535386388076538,0.10805501722219,-0.0930174542264279,-0.490788125616998,-0.318285967235166,-0.913106128015449,-0.276112465831657,-1.18073519574762,0.4126508656471,1.22270461229938,0.705569374813908,0.692577597800811,-0.212586665442916,-1.25947028473476,-0.0455292743266346,1.15035031095016,0.546890132125306,0.0480355317163561,0.0964978177174028,0.493631752560634,-0.282884767436055,0.351080892419157,-0.234032680090493,-0.327574282181801,0.229557599182653,-0.403721644805718,0.71780541631854,1.1345467811096,0.643682938226877
"121","Tanzinia",2015,"TZ","TZA","Eastern Africa","FE",-2.2,32.9,0,0,0,2,0,0,2,0.518052849618029,0.0714372015963183,0.137163937569182,-0.23248301154637,-0.397350143692123,-0.284932573687743,-0.944136929634459,-0.40947027523939,-0.960270106249207,0.4126508656471,1.22270461229938,-0.190630245264227,0.692577597800811,-0.212586665442916,-1.25947028473476,-0.0455292743266346,0.862199232791348,0.439278576350984,0.768626416649285,-0.187140317205167,0.529180218686657,-0.293635673774184,0.103021129666853,-0.234032680090493,-0.515261054314276,0.73327467015442,0.944962889482407,1.11610141161223,1.86568018587859,0.84249230872448
"125","Uganda",2005,"UG","UGA","Eastern Africa","FE",0.2,32.3,0,0,0,2,1,1,1,1.09971323405756,-0.270228234684645,-0.347825643129294,0.0857678318706315,-0.89900197060438,-0.0014507585171775,0.117607620725355,-0.585282800632392,0.0194721761977572,0.4126508656471,0.842764006917812,-0.338645043564771,0.438161268113691,-0.105916714208136,-1.88540294296708,-0.327916262920172,0.0596979006317438,0.0477365164223827,-0.937187061182075,0.26653802514895,0.252807805440798,-0.3668090468195,0.576578010417412,0.206241299329747,-1.55311498776208,0.15290589491383,0.030520801261822,-0.520141596080755,-0.485802926756802,-1.33852219583173
"128","Uganda",2008,"UG","UGA","Eastern Africa","FE",0.2,32.3,0,0,0,2,1,0,1,1.18773588748999,-0.21058395809587,-0.283140235726125,0.334792780792376,-0.897699286445731,-0.618774928917363,-0.1375593307173,-0.585282800632392,1.54318435618303,0.4126508656471,0.842764006917812,0.650935297081847,0.438161268113691,-0.105916714208136,-1.88540294296708,-0.327916262920172,0.545218712833955,0.0893326510642931,-0.361551388926812,0.215525962919486,0.541796541984601,-0.333239335066122,0.520203730917848,-0.234032680090493,-0.400573617855873,0.507959667702475,1.90552146161112,-0.412494029785165,-0.387001115301534,-0.0640672044190317
